package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
SteinerNet,1,4,2,2,1,1,0,166,6,0.048851,6,5,0,0,1,0.007204,0,0,0,0,0,0,56,1
SteinIV,1,0,0,1,0,0,0,247,2,0.005495,0,0,0,0,0,0,0,0,0,0,0,0,30,1
stellaR,1,0,1,0,0,0,0,159,5,0.03058,0,1,15,0,0,0,0,0,3,0.033491,0,0,34,1
Stem,1,0,0,3,0,0,0,186,34,0.040089,1,0,0,0,0,0,0,0,0,0,0,0,68,1
stemmatology,1,5,4,0,1,1,0,241,13,0.091118,5,0,0,0,1,0.007764,0,0,5,0.024442,19,0.075364,120,1
STEPCAM,1,9,3,0,0,1,0,444,7,0.045175,11,0,0,0,2,0.009004,0,0,0,0,15,0.040301,216,1
stepp,8,0,0,4,0,0,0,950,9,0.133124,5,1,0,0,0,0,3,0.01015,3,0.021473,0,0,187,1
stepPenal,1,7,0,1,1,0,0,200,1,0.043021,0,12,0,0,0,0,0,0,0,0,0,0,54,1
stepPlr,2,0,0,1,0,0,0,147,3,0.022179,1,1,7,0,0,0,3,0.064575,0,0,0,0,77,1
stepR,1,6,2,1,0,0,0,438,26,0.138689,4,11,25,0,1,0.037885,58,0.173189,1,0.172108,6,0.483866,519,1
StepReg,3,1,0,1,0,0,0,810,2,0.011066,2,0,0,0,0,0,2,0.010035,0,0,0,0,66,1
StepSignalMargiLike,3,1,0,0,0,0,0,302,9,0.0206,3,0,0,0,0,0,6,0.01002,0,0,0,0,72,1
stepwise,4,0,0,1,0,0,0,85,5,0.005256,0,0,2,0,0,0,11,0.072142,1,0.006809,0,0,53,1
StepwiseTest,1,1,2,0,0,0,0,243,1,4.43e-4,1,0,0,0,0,0,4,0.004391,0,0,0,0,80,1
StereoMorph,2,14,1,1,0,1,0,81,86,0.330621,14,0,20,0,0,0,12,0.062795,0,0,0,0,171,1
stevedore,1,4,7,0,1,1,0,369,29,0.205979,0,2,10,0,2,0.077903,0,0,0,0,55,0.210935,174,1
stheoreme,1,0,0,0,0,0,0,491,1,0.046494,0,0,14,0,0,0,0,0,0,0,0,0,49,1
STI,2,2,0,0,0,0,0,74,2,0.002394,2,1,0,0,0,0,0,0,1,0.008935,0,0,81,1
sticky,1,1,6,1,1,1,0,335,8,0.006111,1,6,2,0,1,0.003839,0,0,0,0,10,0.012134,57,1
stilt,4,1,0,1,1,0,0,442,17,0.036959,4,6,1,0,0,0,0,0,10,1.25414,0,0,54,1
stima,1,2,0,2,1,0,0,236,23,0.034678,3,1,3,0,0,0,16,0.034195,2,0.022698,0,0,57,1
stinepack,2,1,0,0,0,0,0,117,4,0.0049,0,0,1,0,0,0,0,0,0,0,0,0,43,1
stlplus,1,4,1,0,1,1,0,482,6,0.038664,17,10,16,0,0,0,4,0.007638,0,0,1,0.003009,103,1
stm,7,17,13,1,1,0,0,352,60,0.384225,38,48,24,0,1,0.08562,5,0.010906,3,0.890366,4,0.003838,450,1
stmCorrViz,4,7,0,1,1,0,0,262,10,0.028254,0,3,0,0,0,0,0,0,1,0.221397,0,0,65,1
STMedianPolish,4,7,0,1,1,1,0,110,11,0.040935,29,6,5,0,0,0,0,0,4,0.499425,0,0,149,1
stmgp,1,0,0,1,0,0,0,654,1,0.015204,1,0,0,0,0,0,0,0,0,0,0,0,32,1
stmgui,4,2,1,5,1,0,0,79,3,0.003547,13,1,0,0,0,0,0,0,1,0.018938,1,0.001452,108,1
stminsights,1,18,3,0,1,1,0,277,4,0.01392,11,4,0,0,1,0.005256,0,0,0,0,0,0,161,1
StMoMo,3,6,4,3,1,1,0,461,21,0.198213,37,17,24,0,1,0.109852,0,0,1,0.033022,0,0,268,1
StMoSim,1,5,0,0,1,0,0,55,3,0.008403,12,1,0,0,0,0,4,0.003166,0,0,0,0,69,1
STMotif,1,7,3,1,1,0,0,219,6,0.023529,8,9,0,0,4,0.00917,0,0,1,0.010464,0,0,109,1
stocc,1,5,0,0,0,0,0,104,4,0.026146,16,3,0,0,0,0,0,0,3,0.069919,0,0,77,1
stochprofML,1,2,0,1,0,0,0,601,47,0.218478,2,0,0,0,0,0,0,0,4,0.005596,0,0,49,1
stochvol,1,5,1,2,0,0,0,132,5,0.038567,6,1,11,0,2,0.088676,9,0.042388,1,0.14372,0,0,262,1
StockChina,1,0,0,0,0,1,0,230,2,0.003371,0,0,0,0,0,0,0,0,0,0,0,0,30,1
stockR,1,3,1,1,0,0,0,590,1,0.040419,0,1,0,0,1,0.013352,2,0.008771,0,0,0,0,320,1
stocks,1,11,4,2,1,0,0,342,29,0.272753,14,30,0,0,0,0,6,0.010651,28,0.009197,0,0,242,1
stoichcalc,1,0,0,0,0,0,0,570,1,0.013908,0,2,0,0,0,0,0,0,0,0,0,0,45,1
stopwords,1,1,3,1,1,1,0,97,4,0.009069,1,4,0,0,0,0,0,0,4,0.091776,4,0.002721,45,1
Storm,1,0,0,4,0,0,0,540,1,0.005443,2,1,0,0,0,0,0,0,0,0,0,0,38,1
stormwindmodel,1,8,9,1,1,1,0,576,8,0.067778,1,26,0,0,2,0.058797,0,0,4,0.041426,0,0,333,1
storr,1,2,9,1,1,1,0,217,15,0.099642,1,17,1,0,2,0.017711,0,0,0,0,18,0.045197,93,1
stoRy,2,2,1,1,1,0,0,514,9,0.064129,3,6,0,0,1,0.010311,0,0,6,0.532052,0,0,154,1
stosim,1,1,0,1,0,0,0,104,4,0.01084,2,1,0,0,0,0,5,0.029274,1,3.03e-4,0,0,84,1
STPGA,1,0,7,6,0,0,0,519,29,0.049957,8,0,0,0,0,0,0,0,1,0.399448,0,0,62,1
stplanr,1,24,4,1,1,1,0,146,34,0.253003,44,95,58,2,2,0.059774,3,0.010853,19,0.25736,5,0.001988,407,1
stpm,4,7,1,2,1,0,0,551,29,0.527391,10,17,0,0,1,0.031152,16,0.237821,1,0.477996,0,0,545,1
stpp,1,6,2,5,1,0,0,512,19,0.11223,11,18,1,0,1,0.003794,7,0.063727,0,0,0,0,263,1
stR,2,11,7,1,1,0,0,636,15,0.112531,35,8,2,0,1,0.028422,0,0,3,0.084826,2,0.055725,207,1
StrainRanking,7,0,0,4,0,0,0,220,7,0.031906,1,1,0,1,0,0,2,0.003958,8,0.0042,0,0,53,1
strandCet,1,7,0,1,1,0,0,180,16,0.098746,17,32,0,0,0,0,0,0,1,2.63e-4,0,0,55,1
stranger,1,5,13,3,1,1,0,360,24,0.095885,9,22,18,1,3,0.028052,0,0,1,0.025228,1,2.77e-4,155,1
strap,1,0,0,2,0,0,0,63,5,0.052441,2,4,0,0,0,0,0,0,3,0.020335,0,0,60,1
strat,1,3,1,1,1,1,0,490,6,0.008293,1,2,2,0,0,0,2,0.00312,1,0.141672,1,4.5e-5,88,1
strataG,1,19,3,4,1,1,0,383,89,0.279292,83,127,6,21,6,0.021629,10,0.036988,8,0.023296,1,3.19e-4,654,1
stratbr,2,0,0,3,1,0,0,226,2,0.011205,7,2,0,0,0,0,0,0,0,0,0,0,59,1
strategicplayers,1,1,0,0,1,0,0,197,1,0.005622,0,2,0,0,0,0,0,0,0,0,0,0,45,1
Strategy,1,7,1,1,1,0,0,533,16,0.179837,7,26,1,0,1,0.00179,0,0,1,0.076971,0,0,72,1
stratEst,1,1,1,1,1,1,0,352,29,0.048951,1,1,0,0,0,0,9,0.113019,26,0.071627,3,0.010677,218,1
stratification,1,4,0,0,0,0,0,635,7,0.094314,4,1,3,0,1,0.012411,2,0.063867,7,0.164672,0,0,102,1
StratifiedBalancing,2,0,0,1,0,0,0,260,1,0.027149,0,0,0,0,0,0,0,0,0,0,0,0,61,1
StratifiedRF,1,4,0,0,1,0,0,1031,1,0.023182,5,2,3,0,0,0,0,0,0,0,0,0,108,1
stratifyR,1,0,2,7,1,0,0,1428,17,0.081446,6,2,0,0,1,0.070897,0,0,4,0.142434,0,0,485,1
StratSel,1,0,0,6,0,0,0,395,17,0.029598,7,0,8,0,0,0,0,0,2,0.043343,0,0,137,1
stratvns,2,0,0,5,1,0,0,438,1,0.011129,7,1,0,0,0,0,0,0,0,0,0,0,38,1
stream,1,13,4,3,1,0,0,202,55,0.174969,13,1,64,0,2,0.132836,14,0.064215,0,0,4,0.004934,325,1
streambugs,3,1,1,1,1,0,0,576,7,0.153007,6,6,1,0,0,0,3,0.078088,0,0,6,0.493735,98,1
StreamMetabolism,1,0,0,3,0,1,0,155,15,0.014516,2,0,0,0,0,0,0,0,1,0.001028,0,0,68,1
streamMOA,1,3,0,2,0,0,0,107,8,0.020464,4,1,8,0,1,0.013038,0,0,0,0,0,0,169,1
streamR,1,0,1,4,1,0,0,105,6,0.046892,3,6,0,0,0,0,0,0,0,0,0,0,59,1
stressr,1,4,1,0,0,1,0,615,3,0.023467,9,12,2,0,0,0,0,0,0,0,4,0.292826,66,1
StressStrength,2,0,0,0,0,0,0,154,3,0.004158,1,0,0,0,0,0,0,0,0,0,0,0,30,1
strex,1,9,6,1,1,1,0,482,23,0.057437,5,52,0,0,5,0.01246,2,0.021999,0,0,20,0.019149,112,1
strider,1,1,7,0,1,1,0,595,2,0.00166,1,3,0,0,1,0.021532,3,0.005178,0,0,1,9.89e-4,175,1
String2AdjMatrix,1,0,0,1,1,0,0,244,3,0.0016,1,0,0,0,0,0,0,0,0,0,0,0,41,1
stringb,1,3,3,1,1,1,0,886,30,0.052766,1,47,38,0,0,0,0,0,0,0,17,0.019016,52,1
stringdist,1,1,1,1,1,1,0,601,11,0.055806,1,14,0,0,0,0,20,0.065377,0,0,6,0.038351,68,1
stringformattr,1,1,0,0,1,0,0,153,1,0.002611,0,3,0,0,0,0,0,0,0,0,0,0,41,1
stringi,5,3,0,1,1,0,0,595,54,0.400548,6,234,0,0,0,0,133,1.00965,0,0,0,0,139,1
stringr,1,3,6,1,1,1,0,304,29,0.052709,2,46,0,0,2,0.024087,0,0,3,0.015317,26,0.02171,65,1
strip,1,1,8,1,1,1,0,151,9,0.014369,1,2,8,0,0,0,0,0,0,0,1,0.004567,70,1
stripless,1,3,5,3,1,0,0,587,8,0.052926,1,1,10,0,1,0.035725,0,0,0,0,0,0,109,1
striprtf,1,4,1,1,1,1,0,53,6,0.015728,2,6,0,0,0,0,5,0.014825,0,0,39,0.788206,84,1
STRMPS,1,9,1,3,1,0,0,696,6,0.093677,13,0,0,0,0,0,0,0,6,0.240508,0,0,371,1
StroupGLMM,1,14,0,1,1,1,0,133,29,0.06621,20,0,0,0,0,0,0,0,12,0.00377,0,0,179,1
strucchange,1,2,8,3,0,0,0,621,12,0.312621,0,1,48,0,1,0.041907,0,0,10,0.131262,0,0,138,1
StructFDR,1,0,5,6,0,0,0,260,1,0.020893,5,5,3,0,1,0.008189,0,0,2,0.113104,0,0,585,1
structree,1,0,2,3,1,0,0,73,15,0.066806,28,1,4,0,1,0.004011,0,0,3,0.024648,0,0,164,1
structSSI,1,5,2,1,0,0,0,94,20,0.027973,24,1,0,1,0,0,0,0,1,0.003045,0,0,167,1
strum,1,4,0,4,0,0,0,101,18,0.18667,6,1,0,0,2,0.037531,5,0.015151,0,0,0,0,233,1
strvalidator,1,15,2,1,1,0,0,562,123,1.877313,110,115,0,0,0,0,0,0,15,0.049168,14,0.35565,302,1
stsm,1,4,2,1,0,0,0,65,22,0.126756,13,1,17,1,1,0.001773,5,0.017735,2,0.0018600000000000001,0,0,85,1
stsm.class,1,0,1,2,0,0,0,115,4,0.028917000000000002,1,1,0,1,0,0,0,0,0,0,0,0,47,1
stuart,1,2,4,1,1,0,0,171,39,0.159232,0,8,5,0,0,0,0,0,2,0.017391,0,0,71,1
stubthat,1,1,4,1,1,1,0,48,5,0.011635,1,1,0,0,1,0.011309,0,0,0,0,9,0.018539,54,1
stUPscales,2,12,0,8,0,0,0,1248,14,0.176307,19,1,0,1,0,0,0,0,3,0.017412,0,0,248,1
STV,1,0,2,0,1,1,0,244,3,0.017881,2,3,0,0,0,0,0,0,1,0.008107,1,0.001139,84,1
StVAR,1,4,0,0,0,0,0,185,15,0.03496,6,0,0,0,0,0,0,0,0,0,0,0,87,1
styler,1,11,8,0,1,1,0,67,37,0.153403,24,11,1,0,3,0.020746,0,0,0,0,67,0.062304,233,1
stylest,1,3,4,1,1,1,0,210,7,0.015648,4,6,1,0,1,0.006978,0,0,1,0.007808,2,9.88e-4,90,1
stylo,3,8,2,1,0,1,0,309,55,0.545106,5,1,5,0,0,0,0,0,3,2.312872,0,0,139,1
subcopem2D,1,0,0,0,0,0,0,84,3,0.012925,2,2,0,0,0,0,0,0,0,0,0,0,41,1
SubCultCon,3,0,0,4,0,0,0,224,8,0.009721,1,1,0,0,0,0,0,0,2,0.001608,0,0,39,1
subdetect,1,0,0,2,0,0,0,144,3,0.039826,1,0,0,0,0,0,0,0,0,0,0,0,40,1
subgroup,1,0,0,5,0,0,0,226,1,0.02516,1,0,0,0,0,0,0,0,0,0,0,0,36,1
subgroup.discovery,1,0,1,1,1,1,0,1354,2,0.055813,18,2,9,0,0,0,0,0,3,0.118164,1,0.00121,56,1
SubgrpID,3,3,0,5,1,0,0,511,6,0.282016,8,1,0,0,0,0,0,0,2,0.006656,0,0,138,1
SubgrPlots,1,20,1,2,1,0,0,438,45,0.61238,20,23,0,0,0,0,0,0,1,0.00291,0,0,183,1
SubLasso,6,0,0,4,0,0,0,301,2,0.00289,3,0,0,0,0,0,0,0,2,1.569452,0,0,101,1
sublime,1,5,0,1,1,0,0,163,4,0.017235,12,4,0,0,0,0,0,0,1,0.005671,0,0,57,1
submax,1,3,0,0,0,0,0,321,6,0.01679,3,0,0,0,0,0,0,0,3,0.016013,0,0,46,1
subniche,1,0,12,1,1,0,0,185,3,0.031828,10,11,6,0,0,0,0,0,2,0.006549,0,0,56,1
SubpathwayGMir,2,0,0,3,0,0,0,1243,16,0.025577,1,0,0,0,1,0.015158,0,0,1,1.35832,0,0,198,1
SubpathwayLNCE,2,0,1,8,0,0,0,144,19,0.033935,22,0,0,0,1,0.012777,0,0,1,1.262032,0,0,115,1
subplex,1,0,0,1,0,1,0,117,1,6.53e-4,0,1,0,0,0,0,15,0.036268,0,0,0,0,147,1
subprocess,1,0,4,1,1,1,0,126,6,0.017983,0,42,1,0,1,0.009689,11,0.060414,0,0,10,0.015728,101,0
subrank,1,0,0,0,0,0,0,165,10,0.00979,1,1,0,0,0,0,16,0.105928,0,0,0,0,49,1
subsamp,1,0,0,1,1,0,0,691,1,0.006865,2,1,0,0,0,0,0,0,0,0,0,0,37,1
subscore,1,0,0,3,0,0,0,535,7,0.032718,3,6,0,0,0,0,0,0,2,0.006098,0,0,131,1
subscreen,6,15,4,0,1,0,0,1137,4,0.019614,4,3,0,0,0,0,0,0,0,0,0,0,70,1
subselect,1,3,0,0,0,0,0,268,22,0.07162,2,1,11,0,1,0.090607,41,0.286258,1,0.009695,0,0,74,1
subsemble,3,0,25,2,0,0,0,436,4,0.01774,1,0,0,0,0,0,0,0,0,0,0,0,49,1
subspace,1,4,0,1,0,0,0,231,14,0.03345,2,7,3,0,0,0,0,0,1,0.059892,0,0,89,1
subspaceMOA,17,9,0,2,1,0,0,174,15,0.045735,8,14,4,0,0,0,0,0,0,0,0,0,160,1
subtee,6,4,2,1,0,0,0,531,8,0.05129,6,1,4,0,3,0.017013,0,0,4,0.016676,0,0,246,1
SubTite,1,1,0,0,1,0,0,243,5,0.024287,14,4,0,0,0,0,4,0.166933,0,0,0,0,119,1
subtype,2,0,0,2,0,0,0,264,8,0.021911,0,1,0,0,0,0,0,0,0,0,0,0,97,1
SubVis,1,0,2,3,1,0,0,379,1,3.21e-4,2,1,0,0,1,0.016248,0,0,0,0,0,0,138,1
sudoku,2,0,1,0,0,0,0,117,8,0.01064,0,0,0,0,0,0,0,0,0,0,0,0,43,1
sudokuAlt,1,2,1,2,1,0,0,431,1,0.015346,3,10,5,0,0,0,0,0,0,0,0,0,58,1
SUE,1,0,1,0,0,0,0,93,6,0.011969,0,0,0,0,0,0,0,0,0,0,0,0,42,1
sugrrants,1,5,9,2,1,0,0,157,12,0.044399,51,10,5,0,1,0.010613,0,0,1,0.168931,1,0.006806,122,1
sumFREGAT,6,5,0,1,0,0,0,384,38,0.144291,5,10,0,0,0,0,3,0.017681,0,0,0,0,124,1
summariser,1,0,1,4,1,1,0,205,4,0.004299,4,3,0,0,0,0,0,0,0,0,0,0,68,1
summarytools,1,10,3,0,1,1,0,271,16,0.172563,12,12,1,0,2,0.020703,0,0,4,0.029619,0,0,98,1
SUMMER,1,9,6,1,1,1,0,161,19,0.085101,7,13,1,0,0,0,0,0,4,0.574139,0,0,101,1
sunburstR,1,4,7,0,1,1,0,116,4,0.013454,2,7,0,0,1,0.003056,0,0,0,0,1,0.001296,79,1
suncalc,1,1,0,0,1,1,0,242,6,0.019176,1,5,0,0,0,0,0,0,0,0,0,0,50,1
Sunclarco,3,3,0,0,1,0,0,116,8,0.104796,12,1,2,0,0,0,0,0,1,0.076413,0,0,71,1
Sunder,3,0,0,1,0,0,0,100,5,0.012587,1,0,0,0,0,0,2,0.019128,1,0.002894,0,0,42,1
sundialr,1,1,2,0,1,1,0,360,2,9.51e-4,1,0,0,0,1,0.007313,7,0.021995,0,0,0,0,98,1
SunterSampling,2,0,0,0,0,0,0,133,3,0.002215,0,0,0,0,0,0,0,0,0,0,0,0,29,1
supc,1,2,5,1,1,1,0,128,4,0.026747,7,5,6,0,2,0.027509,11,0.030552,3,0.857309,0,0,448,1
supclust,1,2,0,1,0,0,0,112,5,0.036177,2,1,11,0,0,0,3,0.030178,1,0.058236,0,0,113,1
supcluster,2,2,0,0,0,0,0,484,4,0.017805,0,1,0,0,0,0,0,0,2,0.027425,0,0,62,1
superbiclust,1,2,0,2,0,0,0,609,5,0.017693,1,1,0,1,0,0,0,0,0,0,0,0,104,1
superdiag,2,0,0,3,0,0,0,59,1,0.006574,0,0,0,0,0,0,0,0,1,2.096708,0,0,31,1
SuperExactTest,2,0,2,3,0,1,0,573,6,0.034553,4,1,4,0,1,0.009847,7,0.008652,3,0.029843,0,0,64,1
SuperGauss,1,4,5,1,1,0,0,642,16,0.031237,7,15,0,7,1,0.009441,5,0.013549,0,0,11,0.017685,138,1
superheat,1,7,4,1,1,0,0,146,9,0.136876,9,1,0,0,0,0,0,0,0,0,4,0.046141,195,1
SuperLearner,1,1,42,2,1,1,0,127,63,0.219134,5,0,46,0,2,0.02652,0,0,0,0,25,0.052865,346,0
superMDS,1,0,0,0,0,0,0,181,3,0.008282,0,0,0,0,0,0,0,0,0,0,0,0,51,1
superml,1,15,4,2,1,1,0,217,16,0.094664,15,16,0,0,1,0.01064,0,0,2,0.076922,1,8.92e-4,219,1
supernova,1,0,6,0,1,1,0,261,1,0.009897,8,10,9,0,0,0,0,0,5,0.008623,0,0,48,1
superpc,2,0,0,1,0,0,0,142,19,0.058207,0,0,0,0,0,0,0,0,0,0,0,0,106,1
SuperPCA,3,13,0,1,1,0,0,721,17,0.096031,2,8,0,0,0,0,0,0,0,0,0,0,102,1
SuperpixelImageSegmentation,1,3,4,1,1,0,0,358,2,0.018959,5,1,0,0,0,0,5,0.026265,0,0,1,0.003032,120,1
SuperRanker,1,4,0,0,1,0,0,247,5,0.019806,6,6,4,0,0,0,3,0.014453,0,0,0,0,122,1
supervisedPRIM,1,0,2,3,1,1,0,304,3,0.007133,2,1,1,0,0,0,0,0,0,0,1,0.004258,262,1
SuppDists,1,0,0,1,0,0,0,364,1,0.032815,1,0,0,0,0,0,4,0.34771,0,0,0,0,40,1
support,1,6,0,0,1,0,0,531,2,0.007409,3,1,0,0,0,0,4,0.1113,0,0,0,0,86,1
support.BWS,1,0,3,0,0,0,0,310,5,0.022916,2,0,6,0,0,0,0,0,3,0.00376,0,0,39,1
support.BWS2,1,0,2,0,0,0,0,286,8,0.029162,2,0,2,0,0,0,0,0,1,0.00282,0,0,38,1
support.CEs,1,0,1,6,0,0,0,84,17,0.059389,2,0,0,0,0,0,0,0,6,0.005376,0,0,75,1
supportInt,1,2,0,0,1,0,0,497,6,0.00878,3,6,0,0,0,0,0,0,0,0,0,0,38,1
sure,1,4,5,1,1,1,0,674,8,0.0582,34,12,4,0,0,0,0,0,5,0.063693,6,0.020426,73,1
surface,1,0,1,5,0,0,0,330,21,0.031137,1,4,0,0,1,0.011963,0,0,1,0.005008,0,0,219,1
SurfaceTortoise,1,8,1,1,1,0,0,298,9,0.027907,15,1,0,0,0,0,0,0,1,8.2e-4,0,0,115,1
suropt,1,15,0,1,1,0,0,127,15,0.033882,1,24,10,1,0,0,0,0,0,0,0,0,116,1
Surrogate,6,14,0,2,0,0,0,790,94,0.71493,45,1,63,0,0,0,0,0,9,0.071295,0,0,275,1
SurrogateTest,1,2,0,0,0,0,0,534,1,0.019484,1,0,0,0,0,0,0,0,2,0.039738,0,0,77,1
surrosurvROC,1,0,0,2,0,0,0,151,5,0.011919,3,1,0,0,0,0,0,0,0,0,0,0,69,1
suRtex,1,0,0,0,0,0,0,288,1,0.005176,0,0,0,0,0,0,0,0,0,0,0,0,30,1
surv2sampleComp,3,3,2,0,1,0,0,345,1,0.032513,14,4,1,0,0,0,0,0,0,0,0,0,108,1
survAccuracyMeasures,3,1,0,2,0,1,0,318,8,0.024476,2,0,0,0,0,0,7,0.016198,1,0.008186,0,0,131,1
survAUC,2,0,1,2,0,0,0,149,14,0.027531,0,0,2,0,0,0,15,0.049864,0,0,0,0,103,1
survAWKMT2,2,1,0,0,1,0,0,113,1,0.018375,3,1,0,0,0,0,0,0,0,0,0,0,61,1
survBootOutliers,4,2,1,3,1,1,0,458,14,0.026778,5,3,0,0,1,0.003456,0,0,0,0,0,0,134,1
survC1,1,0,0,1,0,0,0,222,4,0.013219,0,0,0,0,0,0,1,0.00332,0,0,0,0,95,1
SurvCorr,2,2,0,1,0,0,0,367,1,0.010681,4,1,3,0,0,0,0,0,2,0.002824,0,0,91,1
SurvDisc,1,6,0,1,0,0,0,556,6,0.037714,7,0,2,0,0,0,0,0,2,2.783264,0,0,99,1
surveillance,1,6,33,8,1,0,1,2044,122,1.263597,16,126,159,8,7,0.345483,11,0.159842,42,0.881159,20,0.07508,455,1
survELtest,2,6,0,1,1,0,0,299,22,0.075275,10,4,0,0,0,0,0,0,2,0.007598,0,0,107,1
survexp.fr,1,0,0,1,0,0,0,58,4,0.00477,0,0,0,0,0,0,0,0,2,0.037529,0,0,58,1
survey,1,6,11,5,0,0,1,480,48,0.424727,2,1,380,0,5,0.029466,0,0,9,0.407968,0,0,337,1
surveybootstrap,1,1,2,4,1,0,0,105,9,0.054184,14,5,0,0,0,0,2,0.00528,0,0,2,0.011158,324,1
surveydata,1,11,6,1,1,1,0,299,15,0.048455,29,48,14,0,1,3.81e-4,0,0,1,0.014951,19,3.02244,95,1
surveyeditor,1,0,0,0,0,0,0,481,4,0.020243,0,0,0,0,0,0,0,0,0,0,0,0,58,1
surveyoutliers,1,1,0,0,1,0,0,354,5,0.011336,1,0,0,0,0,0,0,0,0,0,0,0,62,1
surveyplanning,1,0,0,4,0,1,0,181,10,0.037911,3,10,0,0,0,0,0,0,0,0,0,0,58,1
Survgini,1,0,0,2,0,0,0,367,1,0.007103,1,0,0,0,0,0,0,0,0,0,0,0,67,1
SurvGSD,3,4,0,1,1,0,0,450,6,0.032524,7,3,0,0,0,0,0,0,0,0,0,0,92,1
survHE,1,4,2,4,1,1,0,598,16,0.15615,11,13,2,0,0,0,6,0.00267,0,0,0,0,431,1
survIDINRI,2,0,0,2,0,0,0,240,2,0.021911,0,1,0,0,0,0,1,5.72e-4,0,0,0,0,82,1
survidm,2,8,0,1,1,0,0,531,31,0.208571,13,14,4,0,0,0,2,0.05549,3,0.029841,0,0,210,1
survival,1,6,0,1,0,1,0,197,128,0.675688,6,2,150,0,10,0.427264,55,0.317581,29,0.718415,0,0,769,1
survivalAnalysis,1,19,3,1,1,0,0,350,8,0.099749,23,13,4,0,2,0.018905,0,0,0,0,0,0,174,1
survivALL,1,7,10,1,1,0,0,1716,11,0.023704,0,8,0,0,3,0.016081,0,0,1,0.354852,5,0.005751,236,1
survivalMPL,4,0,0,4,0,0,0,210,2,0.05046,5,0,10,0,0,0,0,0,0,0,0,0,72,1
survivalROC,2,0,0,1,0,0,0,199,2,0.015226,0,0,0,0,0,0,1,0.005565,1,0.006696,0,0,52,1
survivalsvm,1,6,1,1,1,1,0,474,10,0.126272,2,12,3,0,0,0,0,0,0,0,1,1.6e-4,104,1
survJamda,1,0,0,5,0,0,0,161,67,0.049246,2,0,2,0,1,0.006159,0,0,0,0,0,0,126,1
survJamda.data,1,0,0,1,0,0,0,181,0,0,0,0,0,0,0,0,0,0,6,12.609379,0,0,50,1
SurvLong,5,0,0,0,0,0,0,124,13,0.084291,0,0,0,0,0,0,0,0,1,0.044902,0,0,43,1
survminer,1,15,2,2,1,0,0,288,32,0.236037,35,31,8,0,3,0.019041,0,0,3,0.018035,0,0,282,1
survMisc,1,13,0,1,1,0,0,138,19,0.153924,51,14,40,0,1,0.00546,0,0,1,4.51e-4,0,0,152,1
survPresmooth,3,0,0,1,0,0,0,126,2,0.037528,2,1,1,0,0,0,27,0.038767,1,7.36e-4,0,0,62,1
SurvRegCensCov,1,1,0,4,0,0,0,495,24,0.032181,4,1,4,0,1,0.005993,0,0,1,6.54e-4,0,0,81,1
survRM2,5,0,2,1,1,0,0,397,1,0.022839,11,2,2,0,1,0.015613,0,0,0,0,0,0,130,1
survRM2adapt,2,1,0,0,1,0,0,389,1,0.017102,6,2,1,0,0,0,0,0,0,0,0,0,67,1
survsim,2,0,0,3,0,0,0,107,19,0.041227,2,0,8,0,0,0,0,0,0,0,0,0,100,1
survSNP,4,0,3,6,0,0,0,172,7,0.003811,2,0,0,0,1,0.007466,4,0.011977,0,0,0,0,406,1
survsup,1,8,2,1,1,1,0,169,4,0.016057,28,6,0,0,1,0.011595,0,0,0,0,0,0,132,1
survtmle,1,9,6,1,1,1,0,234,25,0.152273,34,4,5,0,1,0.024061,0,0,2,0.304152,5,0.024314,197,1
SurvTrunc,1,3,0,1,1,0,0,884,4,0.031958,16,3,0,0,0,0,0,0,1,9.55e-4,0,0,67,1
survutils,1,10,2,1,1,1,0,274,8,0.017845,9,8,0,0,0,0,0,0,0,0,2,0.002379,58,1
survxai,1,6,8,1,1,1,0,465,20,0.041222,17,7,11,0,4,0.025204,0,0,2,0.003893,12,0.007165,400,1
sutteForecastR,1,4,0,1,0,0,0,384,1,0.004158,0,0,0,0,0,0,0,0,0,0,0,0,94,1
sValues,1,2,2,0,1,0,0,185,4,0.027044,9,5,8,0,1,0.013119,0,0,3,0.070928,1,0.013056,121,1
svapls,2,0,0,4,0,0,0,178,3,0.014406,2,1,0,1,0,0,0,0,1,0.078985,0,0,55,1
svars,1,11,1,2,1,0,0,568,48,0.157536,18,10,21,0,0,0,0,0,2,0.018843,11,0.038588,183,1
svcm,4,0,0,3,0,0,0,241,9,0.020032,2,0,0,0,0,0,2,0.029049,2,0.307945,0,0,220,1
svd,6,1,1,0,0,1,0,54,3,0.009731,1,1,3,1,0,0,5,0.00955,0,0,0,0,71,1
svDialogs,1,4,3,1,1,1,0,273,10,0.123629,4,32,21,0,1,8.04e-4,0,0,0,0,1,0.003475,58,1
svDialogstcltk,1,1,0,3,0,0,0,56,7,0.009082,0,0,6,0,0,0,0,0,0,0,0,0,48,1
svdvisual,1,0,0,1,0,0,0,62,6,0.003959,0,0,0,0,0,0,0,0,0,0,0,0,33,1
svenssonm,1,0,0,0,1,0,0,530,5,0.01078,1,12,0,0,0,0,0,0,0,0,0,0,38,1
