age,diet,height,location,date,Class
53,NA,73,oakland,2012-06-24,stem
60,mostly vegetarian,66,san francisco,2012-07-01,other
28,strictly anything,72,san francisco,2012-06-29,other
26,NA,65,berkeley,2012-06-21,other
39,NA,70,san francisco,2012-06-14,other
24,mostly anything,67,san francisco,2012-06-29,other
22,NA,63,san francisco,2012-04-29,other
61,anything,73,berkeley,2012-06-30,other
25,NA,63,san francisco,2012-06-29,other
45,mostly anything,66,redwood city,2012-06-30,other
24,strictly anything,70,berkeley,2011-10-04,other
26,NA,65,hillsborough,2012-06-28,other
28,NA,60,oakland,2012-07-01,other
27,mostly anything,70,berkeley,2012-06-25,other
23,anything,72,san francisco,2012-06-28,other
29,strictly anything,70,san carlos,2012-06-15,other
35,NA,73,san francisco,2012-06-29,other
32,mostly anything,67,alameda,2012-06-29,other
25,NA,66,san francisco,2011-10-14,other
52,strictly anything,72,richmond,2012-06-28,other
30,mostly anything,60,south san francisco,2012-03-03,other
42,strictly anything,72,san francisco,2012-06-30,other
30,mostly anything,74,san francisco,2012-06-30,other
33,mostly anything,67,berkeley,2012-06-28,other
37,mostly anything,68,lafayette,2012-06-30,other
32,NA,66,san francisco,2011-09-08,other
31,mostly anything,71,san francisco,2012-05-15,other
25,mostly anything,64,san francisco,2012-06-27,other
47,vegetarian,64,berkeley,2012-06-30,other
29,anything,71,larkspur,2012-06-29,other
44,mostly anything,66,san rafael,2012-06-28,other
58,NA,71,san francisco,2012-06-30,other
24,NA,70,san francisco,2012-07-01,other
36,mostly anything,74,san francisco,2012-06-30,other
26,mostly anything,70,san francisco,2012-07-01,other
26,NA,68,san francisco,2012-06-27,other
36,mostly anything,72,san francisco,2012-06-29,other
36,strictly anything,68,oakland,2012-06-30,other
49,mostly anything,73,redwood city,2012-06-28,other
28,strictly vegetarian,69,oakland,2012-06-30,other
22,strictly anything,71,san francisco,2012-06-30,other
36,NA,72,san francisco,2012-06-23,other
25,strictly anything,70,atherton,2012-05-28,stem
25,strictly anything,72,san francisco,2011-11-23,other
27,vegetarian,69,san francisco,2012-05-13,other
28,strictly anything,70,san francisco,2012-06-30,stem
29,mostly anything,71,berkeley,2012-06-30,stem
31,strictly anything,67,san francisco,2012-06-25,other
22,NA,63,vallejo,2011-09-15,other
18,strictly anything,64,oakland,2012-03-24,other
37,NA,69,san francisco,2012-06-26,other
24,NA,70,san francisco,2012-06-30,other
38,mostly anything,64,moraga,2012-06-28,stem
34,NA,65,millbrae,2012-05-01,other
22,mostly anything,64,san francisco,2012-06-30,other
27,strictly other,72,san francisco,2012-06-29,other
21,mostly anything,70,san francisco,2011-11-05,other
39,vegetarian,64,san francisco,2012-07-01,other
18,anything,72,piedmont,2012-01-22,other
28,NA,69,san francisco,2012-06-30,other
57,mostly anything,65,oakland,2012-06-29,other
27,NA,67,oakland,2012-01-09,other
69,mostly anything,60,san rafael,2012-02-07,other
34,anything,63,pacifica,2012-06-24,other
38,NA,66,san francisco,2012-06-15,other
27,anything,67,oakland,2012-06-24,other
23,mostly anything,71,san francisco,2011-11-22,other
27,NA,65,san francisco,2012-06-18,stem
41,anything,69,mill valley,2012-04-05,other
65,mostly anything,68,albany,2011-12-30,other
33,NA,68,castro valley,2012-06-30,other
54,mostly anything,72,ross,2012-07-01,other
33,other,74,san francisco,2012-02-28,other
37,NA,66,san francisco,2012-06-28,other
25,NA,76,berkeley,2012-07-01,other
36,mostly anything,66,san francisco,2012-04-02,other
58,anything,67,novato,2012-05-30,other
26,NA,71,san lorenzo,2011-07-01,other
47,NA,69,mill valley,2012-03-05,other
24,mostly anything,71,alameda,2012-06-30,stem
26,mostly anything,72,oakland,2012-06-22,other
23,strictly anything,70,san francisco,2012-06-30,other
26,mostly anything,70,san francisco,2012-06-13,stem
45,NA,71,san francisco,2012-06-28,other
21,NA,65,berkeley,2012-06-30,other
22,NA,69,point richmond,2011-12-25,other
28,strictly anything,71,san francisco,2012-07-01,other
22,mostly anything,71,san francisco,2012-06-30,other
44,mostly anything,68,oakland,2012-06-17,other
44,NA,70,berkeley,2011-10-22,other
28,vegetarian,65,berkeley,2012-04-22,other
27,NA,74,vallejo,2011-07-17,other
40,NA,64,hayward,2012-06-30,other
28,NA,69,san francisco,2012-06-30,stem
31,mostly anything,70,fremont,2012-06-24,other
23,NA,73,berkeley,2012-05-10,other
43,NA,71,redwood city,2012-06-27,stem
53,mostly anything,65,vallejo,2012-06-29,stem
36,mostly anything,64,san francisco,2011-08-09,other
35,mostly anything,65,san francisco,2012-07-01,other
45,mostly anything,72,larkspur,2012-02-03,other
33,strictly vegan,65,san francisco,2012-06-28,other
29,mostly anything,67,san francisco,2012-06-27,other
28,strictly anything,67,san francisco,2012-01-26,other
26,NA,72,berkeley,2012-06-29,other
25,vegetarian,71,san francisco,2012-02-23,other
27,strictly vegetarian,66,san mateo,2012-06-26,stem
56,mostly anything,68,san francisco,2012-06-26,other
30,mostly vegan,67,san francisco,2012-06-30,stem
24,mostly anything,60,richmond,2012-02-16,other
61,mostly vegetarian,64,san francisco,2012-07-01,stem
27,mostly anything,70,berkeley,2012-06-30,other
43,mostly vegetarian,65,kentfield,2012-06-30,other
27,anything,69,san francisco,2012-06-30,stem
29,mostly vegetarian,69,san francisco,2012-06-30,other
33,NA,70,san francisco,2012-06-30,other
22,strictly anything,64,san francisco,2012-06-25,other
36,NA,70,san francisco,2012-06-29,stem
36,NA,65,san francisco,2012-06-25,other
26,strictly anything,68,san francisco,2012-02-15,stem
47,mostly vegetarian,66,berkeley,2012-05-20,other
66,mostly anything,68,berkeley,2012-06-30,other
47,anything,69,san francisco,2012-06-30,other
26,anything,63,san francisco,2012-06-30,other
25,NA,74,san francisco,2012-06-26,other
42,anything,68,alameda,2012-03-25,other
35,NA,64,san francisco,2012-06-30,other
36,vegetarian,74,san francisco,2012-06-28,other
66,NA,64,san rafael,2012-06-22,other
22,vegetarian,61,san francisco,2012-07-01,other
22,vegetarian,70,san francisco,2012-06-28,other
25,NA,67,san francisco,2012-06-30,other
25,strictly anything,61,san francisco,2012-06-30,other
24,mostly anything,67,san francisco,2012-06-18,other
32,NA,70,palo alto,2012-01-05,stem
28,strictly anything,67,san francisco,2012-06-11,other
33,mostly anything,67,san bruno,2012-04-10,other
41,mostly anything,69,alameda,2012-06-28,other
39,NA,71,san francisco,2011-10-18,other
32,mostly anything,66,san francisco,2012-05-04,other
31,NA,67,san francisco,2012-07-01,other
23,NA,72,san francisco,2012-06-22,other
26,NA,70,alameda,2011-07-21,other
21,mostly anything,74,moraga,2012-06-27,other
27,mostly vegetarian,72,berkeley,2012-06-06,other
31,NA,64,san francisco,2012-06-27,other
25,strictly anything,63,san francisco,2012-06-24,other
39,mostly anything,67,hayward,2012-06-30,other
26,mostly vegan,62,san francisco,2012-07-01,other
27,NA,70,san francisco,2012-05-09,other
21,NA,72,hayward,2012-06-29,other
27,NA,73,san francisco,2012-06-27,stem
24,mostly anything,72,walnut creek,2012-06-02,other
22,NA,63,oakland,2012-07-01,other
32,NA,67,oakland,2012-02-26,other
22,NA,65,san francisco,2012-06-30,other
38,anything,74,alameda,2012-06-29,other
30,mostly anything,70,albany,2012-06-30,other
23,mostly anything,70,berkeley,2012-06-26,other
21,NA,61,san francisco,2012-07-01,other
24,mostly anything,74,san francisco,2012-07-01,other
29,NA,70,oakland,2012-06-25,other
31,mostly anything,75,san leandro,2012-06-29,other
57,NA,67,san mateo,2012-05-05,stem
63,mostly anything,70,san francisco,2012-07-01,other
31,mostly anything,68,berkeley,2012-06-23,other
28,NA,73,berkeley,2012-06-16,other
18,mostly vegetarian,59,martinez,2012-07-01,other
33,NA,66,san francisco,2012-06-26,other
36,anything,66,san francisco,2012-06-30,other
35,NA,73,berkeley,2012-05-03,other
26,NA,72,san francisco,2012-06-28,other
26,NA,75,san francisco,2011-10-31,other
26,NA,65,san francisco,2012-06-30,other
29,mostly anything,67,san mateo,2012-06-21,other
34,NA,61,san francisco,2011-08-18,other
48,anything,70,san francisco,2012-06-30,stem
35,mostly anything,76,san francisco,2012-06-30,other
29,NA,74,san francisco,2012-06-29,other
34,mostly anything,72,menlo park,2012-06-28,stem
27,mostly anything,70,san francisco,2011-08-30,stem
35,NA,71,san francisco,2012-03-14,stem
56,mostly anything,75,san francisco,2012-06-29,other
23,mostly anything,61,pleasant hill,2012-06-28,other
27,mostly anything,61,daly city,2012-06-30,other
28,mostly vegetarian,62,san francisco,2012-06-30,other
33,NA,65,redwood city,2012-06-17,other
21,strictly anything,59,berkeley,2012-07-01,other
36,strictly anything,67,oakland,2012-06-30,other
26,NA,66,san francisco,2011-10-21,other
27,mostly anything,72,san francisco,2012-06-30,other
20,strictly anything,70,hayward,2012-07-01,other
28,NA,69,san francisco,2012-06-16,other
29,NA,69,berkeley,2012-02-06,stem
44,mostly anything,72,oakland,2012-06-19,other
37,anything,75,san francisco,2012-06-30,stem
24,mostly anything,70,berkeley,2012-06-29,other
22,mostly anything,67,san francisco,2012-03-21,other
27,mostly anything,69,san francisco,2012-06-29,other
25,NA,72,san francisco,2011-10-20,other
36,NA,71,san francisco,2012-06-29,other
44,NA,75,san francisco,2011-08-06,other
19,anything,70,redwood city,2012-06-29,other
24,mostly anything,67,south san francisco,2011-10-08,other
44,mostly anything,64,san francisco,2012-04-27,other
24,NA,67,daly city,2012-05-18,other
26,NA,67,palo alto,2012-06-19,stem
27,mostly anything,68,san francisco,2012-06-30,other
22,anything,61,san francisco,2012-04-13,other
61,mostly anything,68,san francisco,2012-05-30,other
33,anything,65,oakland,2012-04-12,other
42,NA,71,oakland,2012-06-18,other
20,mostly other,74,mill valley,2012-06-30,other
27,anything,76,san francisco,2012-06-30,stem
26,NA,73,san francisco,2012-05-26,other
26,mostly anything,72,san francisco,2012-06-27,stem
23,NA,66,san francisco,2012-06-30,other
23,mostly anything,68,san francisco,2012-06-30,other
23,mostly anything,66,san francisco,2012-06-30,other
56,NA,71,belmont,2012-03-26,other
23,NA,67,redwood city,2012-06-20,other
26,anything,69,berkeley,2012-06-30,other
35,mostly anything,67,oakland,2011-11-07,other
22,NA,71,san francisco,2012-06-29,other
33,NA,67,san francisco,2012-07-01,stem
33,NA,61,redwood city,2012-05-03,other
29,NA,73,palo alto,2012-06-30,other
29,mostly anything,67,san francisco,2012-06-28,other
25,NA,66,san francisco,2012-03-26,stem
25,mostly anything,65,san francisco,2011-12-08,other
21,NA,72,san mateo,2012-01-31,other
21,NA,68,oakland,2012-05-07,other
29,NA,73,san francisco,2012-06-30,stem
30,anything,73,san francisco,2012-07-01,stem
24,anything,68,san francisco,2012-06-29,other
25,mostly anything,70,stanford,2012-06-30,other
34,NA,66,san francisco,2012-07-01,other
26,NA,65,daly city,2012-06-29,other
25,NA,70,san francisco,2012-05-23,other
32,NA,65,san francisco,2012-05-24,other
27,NA,65,stanford,2012-06-28,other
48,anything,69,piedmont,2012-06-28,other
33,mostly anything,65,san francisco,2012-06-25,other
38,strictly anything,67,san francisco,2012-04-11,stem
37,anything,64,san francisco,2012-06-30,other
55,NA,69,hayward,2011-08-04,other
27,NA,64,san francisco,2012-06-26,other
28,NA,65,san rafael,2012-04-09,other
30,mostly anything,65,alameda,2012-06-30,other
39,mostly anything,64,san francisco,2012-06-28,other
37,mostly anything,67,san francisco,2012-06-28,other
32,strictly vegetarian,73,san francisco,2012-03-06,other
38,NA,65,oakland,2012-06-24,other
43,anything,61,san francisco,2012-04-01,stem
61,strictly anything,71,san francisco,2012-06-30,other
22,anything,73,lafayette,2012-05-17,other
33,NA,69,san francisco,2012-03-19,other
23,mostly anything,75,san francisco,2012-06-29,stem
28,NA,68,oakland,2012-06-26,stem
55,mostly anything,68,moraga,2012-06-30,other
36,mostly anything,63,san francisco,2012-06-30,other
26,mostly anything,61,san francisco,2012-06-30,other
21,mostly anything,67,berkeley,2012-06-26,other
33,anything,64,san francisco,2012-06-29,other
20,NA,69,san francisco,2012-06-25,other
28,NA,69,san francisco,2012-04-25,other
54,NA,68,san rafael,2012-07-01,other
33,NA,70,san francisco,2012-06-29,other
58,NA,67,san francisco,2012-06-30,other
31,strictly anything,71,san francisco,2012-06-27,stem
22,NA,69,berkeley,2012-06-27,other
23,anything,74,san francisco,2011-12-30,stem
24,NA,64,san carlos,2012-06-06,other
66,mostly anything,65,alameda,2012-05-29,other
27,anything,67,san mateo,2012-07-01,other
40,NA,69,san rafael,2012-06-30,other
31,anything,65,san francisco,2012-07-01,other
24,mostly anything,69,benicia,2012-03-28,other
31,mostly anything,64,san francisco,2012-02-06,other
45,mostly vegetarian,67,san francisco,2012-06-25,other
30,strictly anything,68,san francisco,2012-01-22,other
30,mostly anything,65,san francisco,2012-04-28,other
32,mostly anything,72,san francisco,2012-06-30,stem
24,vegetarian,67,south san francisco,2012-06-30,other
29,mostly anything,66,oakland,2012-04-22,other
25,strictly anything,73,berkeley,2012-04-23,stem
31,anything,77,san francisco,2012-06-28,other
54,mostly anything,71,palo alto,2012-06-11,other
26,NA,67,san mateo,2012-05-27,other
32,anything,73,san francisco,2012-06-30,other
28,NA,65,berkeley,2012-06-28,other
28,NA,66,san francisco,2012-06-30,other
33,NA,68,san francisco,2012-06-30,other
22,anything,65,san francisco,2012-07-01,other
33,NA,64,walnut creek,2012-07-01,other
24,vegetarian,73,berkeley,2012-03-05,stem
28,mostly anything,62,san francisco,2012-06-08,other
31,strictly vegetarian,58,san mateo,2012-07-01,other
20,mostly anything,69,stanford,2012-06-30,other
43,mostly anything,62,san francisco,2012-06-30,other
26,mostly vegetarian,72,san francisco,2012-06-28,other
27,NA,71,san francisco,2012-06-30,other
30,mostly anything,70,san francisco,2012-06-29,other
39,NA,73,san francisco,2012-06-28,stem
27,NA,71,san francisco,2012-06-30,other
22,mostly anything,70,san leandro,2012-06-21,other
22,NA,63,oakland,2012-07-01,other
28,anything,67,san francisco,2012-07-01,other
28,mostly anything,68,hayward,2012-06-29,other
25,NA,70,san leandro,2012-06-30,stem
27,NA,64,san mateo,2012-06-24,other
27,NA,68,walnut creek,2012-06-29,other
25,strictly anything,71,oakland,2012-06-30,stem
39,mostly anything,70,san francisco,2012-06-30,other
34,NA,68,san francisco,2012-06-17,other
42,mostly anything,70,berkeley,2012-06-29,other
24,mostly anything,70,san francisco,2012-07-01,other
42,mostly anything,71,san francisco,2012-06-30,other
26,strictly anything,69,san francisco,2012-04-29,stem
41,mostly vegan,63,daly city,2012-04-13,other
25,NA,64,san mateo,2012-06-27,other
23,NA,64,oakland,2012-06-25,other
29,vegan,65,san francisco,2012-06-30,other
28,anything,68,san francisco,2012-06-30,other
63,NA,62,menlo park,2012-06-24,other
18,strictly vegetarian,71,oakland,2012-06-30,other
27,NA,64,oakland,2012-06-26,other
32,anything,67,emeryville,2012-06-30,other
24,strictly anything,66,oakland,2011-10-21,other
30,mostly anything,71,berkeley,2012-06-30,stem
29,NA,67,san francisco,2011-07-25,stem
30,mostly vegetarian,70,oakland,2012-06-27,other
27,NA,71,san francisco,2012-03-30,other
31,mostly anything,70,san francisco,2012-06-29,other
26,NA,64,san francisco,2012-06-30,stem
31,NA,71,san francisco,2012-06-27,other
53,mostly vegan,66,mill valley,2012-06-28,other
19,mostly anything,72,sausalito,2012-06-27,stem
48,anything,70,alameda,2012-06-25,other
22,vegetarian,63,san francisco,2012-06-30,other
44,mostly anything,60,castro valley,2012-06-29,other
31,mostly anything,66,emeryville,2012-04-26,other
29,mostly anything,70,san francisco,2012-06-16,stem
25,mostly vegetarian,64,berkeley,2012-03-22,other
36,NA,60,san francisco,2011-08-19,other
25,anything,62,san francisco,2012-06-17,other
29,mostly anything,67,san francisco,2012-06-25,other
41,NA,68,berkeley,2012-04-07,other
28,mostly anything,67,san francisco,2012-07-01,other
23,mostly anything,70,berkeley,2012-06-15,other
23,mostly anything,69,san francisco,2012-06-29,stem
25,NA,74,oakland,2012-06-11,other
41,mostly anything,69,palo alto,2012-06-26,stem
24,NA,69,south san francisco,2012-04-03,other
29,NA,64,san francisco,2012-06-27,other
34,strictly anything,68,redwood city,2012-06-21,other
50,NA,71,oakland,2012-06-30,other
47,NA,62,oakland,2012-06-17,other
50,mostly other,66,sausalito,2012-06-28,other
34,strictly vegetarian,71,mountain view,2012-04-02,stem
40,NA,71,san francisco,2012-02-27,other
40,NA,70,berkeley,2011-09-23,other
22,NA,68,san francisco,2011-10-09,other
36,NA,76,san francisco,2012-06-29,other
28,NA,67,albany,2012-06-26,other
29,mostly anything,71,oakland,2012-06-30,stem
33,NA,71,oakland,2012-04-25,other
36,NA,63,san mateo,2012-06-27,other
34,mostly anything,65,san francisco,2012-06-30,other
39,mostly vegetarian,68,el cerrito,2012-06-10,other
58,NA,72,san geronimo,2012-06-30,stem
41,mostly vegetarian,67,berkeley,2012-05-21,other
30,NA,66,redwood city,2012-06-24,other
33,mostly vegetarian,67,san francisco,2012-06-30,other
54,NA,67,san francisco,2012-06-29,other
55,mostly anything,74,san francisco,2012-06-30,other
63,mostly anything,69,pacifica,2011-12-01,other
40,mostly anything,69,albany,2012-06-13,other
22,NA,65,berkeley,2012-07-01,other
36,anything,64,san francisco,2012-05-05,stem
61,NA,73,novato,2012-06-25,other
51,mostly anything,68,san bruno,2012-05-06,other
28,NA,64,san francisco,2012-05-18,other
27,mostly anything,72,san francisco,2012-07-01,other
36,mostly anything,72,palo alto,2012-07-01,other
